"year","country_name","v2lgqugen","v2x_polyarchy","wdi_gdpcapcur","Actor1Type","EventViolence","actor_ord","quota_ord"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,0,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,1,1,"State","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,0,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,0,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,0,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,0,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,0,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,0,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,0,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,1,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,0,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,1,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,0,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,0,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,1,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,1,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,1,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,1,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,1,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,0,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,0,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,0,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,0,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,0,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,0,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,0,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,0,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,0,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,1,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,0,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,1,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,1,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,1,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,1,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,0,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,0,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,0,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,0,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,1,0,"State","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,1,0,"State","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,1,0,"State","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,1,0,"State","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,1,0,"State","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,1,0,"State","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,1,0,"State","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,1,0,"State","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,1,0,"State","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,1,0,"State","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,1,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,0,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,0,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,1,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,0,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,0,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,1,0,"State","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,1,0,"State","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,0,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,0,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,1,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,1,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,1,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,0,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,0,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,1,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,1,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,1,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,0,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,0,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,0,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,0,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,1,1,"State","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,1,1,"State","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,0,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,0,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,1,0,"State","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,0,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,1,1,"State","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,1,0,"State","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,1,0,"State","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,1,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,1,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,1,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,1,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,1,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,1,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,0,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,1,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,1,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,1,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,1,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,1,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,1,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,0,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,1,0,"State","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,1,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,1,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,1,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,1,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,1,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,1,"Party","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,2,1,"Citizens","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,1,0,"State","Yes, reserved"
1996,"Bangladesh",4,0.504,387.384863171262,3,0,"Party","Yes, reserved"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,1,0,"State","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,1,0,"State","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,0,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,1,0,"State","No"
2001,"Bangladesh",0,0.507,410.048540904043,1,0,"State","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,0,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,0,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,0,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,0,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,0,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,0,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,0,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,0,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,0,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,0,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,0,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,0,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,0,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,0,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,0,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,0,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,0,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,0,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,0,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,0,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,0,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,0,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,0,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,0,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,0,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,0,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,0,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,0,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,0,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,1,0,"State","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,0,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,0,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,0,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,0,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,0,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,0,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,0,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,0,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,4,1,"Armed Group","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,0,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,0,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,0,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,0,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,0,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,0,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,3,1,"Party","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
2001,"Bangladesh",0,0.507,410.048540904043,2,1,"Citizens","No"
